ds,Store,y,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Date_dayofweek,Date_month,Date_year,Date_day,IsHoliday_label,Type_B,Type_C
2010-02-12,37,529852.7,39910,46.11,2.548,0.0,0.0,0.0,0.0,0.0,209.9970208,8.554,4,2,2010,12,1,0,1
2010-02-12,41,1075656.34,196321,23.04,2.572,0.0,0.0,0.0,0.0,0.0,189.4642725,7.541,4,2,2010,12,1,0,0
2010-02-12,25,583364.02,128107,19.64,2.773,0.0,0.0,0.0,0.0,0.0,204.3857472,8.187,4,2,2010,12,1,1,0
2010-02-12,17,841951.91,93188,18.36,2.671,0.0,0.0,0.0,0.0,0.0,126.4962581,6.548,4,2,2010,12,1,1,0
2010-02-12,22,1022571.25,119557,28.14,2.771,0.0,0.0,0.0,0.0,0.0,135.4113076,8.283,4,2,2010,12,1,1,0
2010-02-12,28,1558968.49,206302,47.87,2.946,0.0,0.0,0.0,0.0,0.0,126.4962581,13.975,4,2,2010,12,1,0,0
2010-02-12,6,1606283.8599999999,202505,40.57,2.548,0.0,0.0,0.0,0.0,0.0,212.7700425,7.259,4,2,2010,12,1,0,0
2010-02-12,3,420728.96,37392,47.93,2.548,0.0,0.0,0.0,0.0,0.0,214.5747916,7.368,4,2,2010,12,1,1,0
2010-02-12,23,1380892.08,114533,18.75,2.771,0.0,0.0,0.0,0.0,0.0,131.5866129,5.892,4,2,2010,12,1,1,0
2010-02-12,10,2176028.52,126512,49.96,2.828,0.0,0.0,0.0,0.0,0.0,126.4962581,9.765,4,2,2010,12,1,1,0
2010-02-12,30,497374.57,42988,37.77,2.548,0.0,0.0,0.0,0.0,0.0,210.8979935,8.324,4,2,2010,12,1,0,1
2010-02-12,24,1414107.1,203819,25.94,2.94,0.0,0.0,0.0,0.0,0.0,131.5866129,8.326,4,2,2010,12,1,0,0
2010-02-12,44,286857.13,39910,33.16,2.671,0.0,0.0,0.0,0.0,0.0,126.4962581,8.119,4,2,2010,12,1,0,1
2010-02-12,35,1168815.31,103681,29.81,2.773,0.0,0.0,0.0,0.0,0.0,135.4113076,9.262,4,2,2010,12,1,1,0
2010-02-19,45,841264.04,118221,31.27,2.745,0.0,0.0,0.0,0.0,0.0,182.0347816,8.992,4,2,2010,19,0,1,0
2010-02-19,29,542399.07,93638,31.96,2.747,0.0,0.0,0.0,0.0,0.0,131.637,10.064,4,2,2010,19,0,1,0
2010-02-19,41,1052034.74,196321,24.13,2.55,0.0,0.0,0.0,0.0,0.0,189.5340998,7.541,4,2,2010,19,0,0,0
2010-02-19,27,1945070.33,204184,32.44,2.909,0.0,0.0,0.0,0.0,0.0,135.4657781,8.237,4,2,2010,19,0,0,0
2010-02-19,42,508794.87,39690,58.22,2.915,0.0,0.0,0.0,0.0,0.0,126.5262857,9.765,4,2,2010,19,0,0,1
2010-02-19,21,867283.25,140167,39.75,2.514,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324,4,2,2010,19,0,1,0
2010-02-19,36,470281.03,39910,45.66,2.472,0.0,0.0,0.0,0.0,0.0,210.0451024,8.554,4,2,2010,19,0,0,0
2010-02-19,17,800714.0,93188,25.06,2.654,0.0,0.0,0.0,0.0,0.0,126.5262857,6.548,4,2,2010,19,0,1,0
2010-02-19,18,1150663.42,120653,30.91,2.747,0.0,0.0,0.0,0.0,0.0,131.637,9.202,4,2,2010,19,0,1,0
2010-02-19,10,2113432.58,126512,58.22,2.915,0.0,0.0,0.0,0.0,0.0,126.5262857,9.765,4,2,2010,19,0,1,0
2010-02-19,16,469868.7,57197,21.13,2.55,0.0,0.0,0.0,0.0,0.0,189.5340998,7.039,4,2,2010,19,0,1,0
2010-02-19,44,267956.3,39910,35.7,2.654,0.0,0.0,0.0,0.0,0.0,126.5262857,8.119,4,2,2010,19,0,0,1
2010-02-19,37,510382.5,39910,45.66,2.514,0.0,0.0,0.0,0.0,0.0,210.0451024,8.554,4,2,2010,19,0,0,1
2010-02-19,4,2049860.26,205863,36.45,2.54,0.0,0.0,0.0,0.0,0.0,126.5262857,8.623,4,2,2010,19,0,0,0
2010-02-19,31,1473386.75,203750,39.75,2.514,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324,4,2,2010,19,0,0,0
2010-02-19,11,1503298.7,207499,48.3,2.514,0.0,0.0,0.0,0.0,0.0,214.6198868,7.368,4,2,2010,19,0,0,0
2010-02-19,12,1095421.65,112238,54.83,2.915,0.0,0.0,0.0,0.0,0.0,126.5262857,13.975,4,2,2010,19,0,1,0
2010-02-19,14,2204556.7,200898,31.27,2.745,0.0,0.0,0.0,0.0,0.0,182.0347816,8.992,4,2,2010,19,0,0,0
2010-02-19,38,327237.92,39690,54.83,2.915,0.0,0.0,0.0,0.0,0.0,126.5262857,13.975,4,2,2010,19,0,0,1
2010-02-19,25,676260.67,128107,24.16,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187,4,2,2010,19,0,1,0
2010-02-19,43,658997.55,41062,48.77,2.514,0.0,0.0,0.0,0.0,0.0,203.2479796,9.521,4,2,2010,19,0,0,1
2010-02-19,7,506760.54000000004,70713,27.28,2.55,0.0,0.0,0.0,0.0,0.0,189.5340998,9.014,4,2,2010,19,0,1,0
2010-02-19,24,1385362.49,203819,31.05,2.909,0.0,0.0,0.0,0.0,0.0,131.637,8.326,4,2,2010,19,0,0,0
2010-02-19,19,1515976.11,203819,28.57,2.909,0.0,0.0,0.0,0.0,0.0,131.637,8.35,4,2,2010,19,0,0,0
2010-02-19,26,999348.55,152513,22.62,2.747,0.0,0.0,0.0,0.0,0.0,131.637,8.488,4,2,2010,19,0,0,0
2010-02-19,35,1270658.64,103681,32.44,2.745,0.0,0.0,0.0,0.0,0.0,135.4657781,9.262,4,2,2010,19,0,1,0
2010-02-19,1,1611968.17,151315,39.93,2.514,0.0,0.0,0.0,0.0,0.0,211.2891429,8.106,4,2,2010,19,0,0,0
2010-02-19,39,1230591.97,184109,43.96,2.514,0.0,0.0,0.0,0.0,0.0,210.0451024,8.554,4,2,2010,19,0,0,0
2010-02-19,23,1319588.04,114533,26.7,2.747,0.0,0.0,0.0,0.0,0.0,131.637,5.892,4,2,2010,19,0,1,0
2010-02-19,3,421642.19,37392,47.07,2.514,0.0,0.0,0.0,0.0,0.0,214.6198868,7.368,4,2,2010,19,0,1,0
2010-02-19,9,511327.9,125833,43.06,2.514,0.0,0.0,0.0,0.0,0.0,214.8506185,6.415,4,2,2010,19,0,1,0
2010-02-19,8,963960.37,155078,39.1,2.514,0.0,0.0,0.0,0.0,0.0,214.6664878,6.299,4,2,2010,19,0,0,0
2010-02-19,30,463513.26,42988,39.75,2.514,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324,4,2,2010,19,0,0,1
2010-02-19,32,1082559.06,203007,29.16,2.55,0.0,0.0,0.0,0.0,0.0,189.5340998,9.014,4,2,2010,19,0,0,0
2010-02-19,33,296850.83,39690,62.16,2.915,0.0,0.0,0.0,0.0,0.0,126.5262857,10.115,4,2,2010,19,0,0,0
2010-02-19,28,1491300.42,206302,54.83,2.915,0.0,0.0,0.0,0.0,0.0,126.5262857,13.975,4,2,2010,19,0,0,0
2010-02-19,15,660838.75,123737,27.54,2.909,0.0,0.0,0.0,0.0,0.0,131.637,8.35,4,2,2010,19,0,1,0
2010-02-19,5,303447.57,34875,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.8471283,6.566,4,2,2010,19,0,1,0
2010-02-19,22,988467.61,119557,31.96,2.747,0.0,0.0,0.0,0.0,0.0,135.4657781,8.283,4,2,2010,19,0,1,0
2010-02-19,2,2124451.54,202307,39.69,2.514,0.0,0.0,0.0,0.0,0.0,210.9451605,8.324,4,2,2010,19,0,0,0
2010-02-19,34,983963.07,158114,38.36,2.54,0.0,0.0,0.0,0.0,0.0,126.5262857,9.521,4,2,2010,19,0,0,0
2010-02-19,6,1567138.07,202505,43.58,2.514,0.0,0.0,0.0,0.0,0.0,212.8161546,7.259,4,2,2010,19,0,0,0
2010-02-19,13,1970274.64,219622,35.7,2.654,0.0,0.0,0.0,0.0,0.0,126.5262857,8.316,4,2,2010,19,0,0,0
2010-02-19,40,916289.2000000001,155083,27.84,2.747,0.0,0.0,0.0,0.0,0.0,131.637,5.892,4,2,2010,19,0,0,0
2010-02-19,20,2161549.7600000002,203742,25.43,2.745,0.0,0.0,0.0,0.0,0.0,204.4321004,8.187,4,2,2010,19,0,0,0
2010-02-26,44,273079.07,39910,29.98,2.667,0.0,0.0,0.0,0.0,0.0,126.5522857,8.119,4,2,2010,26,0,0,1
2010-02-26,3,407204.86,37392,52.05,2.561,0.0,0.0,0.0,0.0,0.0,214.6475127,7.368,4,2,2010,26,0,1,0
2010-02-26,9,473773.27,125833,43.83,2.561,0.0,0.0,0.0,0.0,0.0,214.8780453,6.415,4,2,2010,26,0,1,0
2010-02-26,36,447519.44,39910,50.87,2.52,0.0,0.0,0.0,0.0,0.0,210.0771885,8.554,4,2,2010,26,0,0,0
2010-02-26,14,2095591.63,200898,34.89,2.754,0.0,0.0,0.0,0.0,0.0,182.0774691,8.992,4,2,2010,26,0,0,0
2010-02-26,10,2006774.96,126512,52.77,2.825,0.0,0.0,0.0,0.0,0.0,126.5522857,9.765,4,2,2010,26,0,1,0
2010-02-26,11,1336404.65,207499,52.79,2.561,0.0,0.0,0.0,0.0,0.0,214.6475127,7.368,4,2,2010,26,0,0,0
2010-02-26,37,513615.82,39910,50.87,2.561,0.0,0.0,0.0,0.0,0.0,210.0771885,8.554,4,2,2010,26,0,0,1
2010-02-26,25,628516.5700000001,128107,29.16,2.754,0.0,0.0,0.0,0.0,0.0,204.4630869,8.187,4,2,2010,26,0,1,0
2010-02-26,43,618702.79,41062,48.77,2.561,0.0,0.0,0.0,0.0,0.0,203.2798724,9.521,4,2,2010,26,0,0,1
2010-02-26,15,564883.2000000001,123737,29.87,2.91,0.0,0.0,0.0,0.0,0.0,131.686,8.35,4,2,2010,26,0,1,0
2010-02-26,22,899761.48,119557,35.98,2.753,0.0,0.0,0.0,0.0,0.0,135.5195191,8.283,4,2,2010,26,0,1,0
2010-02-26,21,749597.24,140167,45.31,2.561,0.0,0.0,0.0,0.0,0.0,210.9759573,8.324,4,2,2010,26,0,1,0
2010-02-26,32,1053247.1,203007,26.64,2.586,0.0,0.0,0.0,0.0,0.0,189.6018023,9.014,4,2,2010,26,0,0,0
2010-02-26,26,855385.01,152513,27.32,2.753,0.0,0.0,0.0,0.0,0.0,131.686,8.488,4,2,2010,26,0,0,0
2010-02-26,33,284052.77,39690,56.5,2.825,0.0,0.0,0.0,0.0,0.0,126.5522857,10.115,4,2,2010,26,0,0,0
2010-02-26,4,1925728.84,205863,41.36,2.59,0.0,0.0,0.0,0.0,0.0,126.5522857,8.623,4,2,2010,26,0,0,0
2010-02-26,38,334222.73,39690,50.23,2.825,0.0,0.0,0.0,0.0,0.0,126.5522857,13.975,4,2,2010,26,0,0,1
2010-02-26,31,1344354.41,203750,45.31,2.561,0.0,0.0,0.0,0.0,0.0,210.9759573,8.324,4,2,2010,26,0,0,0
2010-02-26,40,863917.41,155083,33.32,2.753,0.0,0.0,0.0,0.0,0.0,131.686,5.892,4,2,2010,26,0,0,0
2010-02-26,13,1817850.32,219622,29.98,2.667,0.0,0.0,0.0,0.0,0.0,126.5522857,8.316,4,2,2010,26,0,0,0
2010-02-26,34,905756.13,158114,37.28,2.59,0.0,0.0,0.0,0.0,0.0,126.5522857,9.521,4,2,2010,26,0,0,0
2010-02-26,5,270281.63,34875,46.7,2.561,0.0,0.0,0.0,0.0,0.0,211.8771468,6.566,4,2,2010,26,0,1,0
2010-02-26,8,847592.11,155078,37.91,2.561,0.0,0.0,0.0,0.0,0.0,214.6940735,6.299,4,2,2010,26,0,0,0
2010-02-26,39,1168582.02,184109,49.79,2.561,0.0,0.0,0.0,0.0,0.0,210.0771885,8.554,4,2,2010,26,0,0,0
2010-02-26,6,1432953.21,202505,47.1,2.561,0.0,0.0,0.0,0.0,0.0,212.845337,7.259,4,2,2010,26,0,0,0
2010-02-26,19,1373270.06,203819,30.33,2.91,0.0,0.0,0.0,0.0,0.0,131.686,8.35,4,2,2010,26,0,0,0
2010-02-26,24,1158722.74,203819,33.98,2.91,0.0,0.0,0.0,0.0,0.0,131.686,8.326,4,2,2010,26,0,0,0
2010-02-26,23,1198709.65,114533,32.68,2.753,0.0,0.0,0.0,0.0,0.0,131.686,5.892,4,2,2010,26,0,1,0
2010-02-26,28,1542173.33,206302,50.23,2.825,0.0,0.0,0.0,0.0,0.0,126.5522857,13.975,4,2,2010,26,0,0,0
2010-02-26,12,1048617.17,112238,50.23,2.825,0.0,0.0,0.0,0.0,0.0,126.5522857,13.975,4,2,2010,26,0,1,0
2010-02-26,35,1020651.74,103681,36.0,2.754,0.0,0.0,0.0,0.0,0.0,135.5195191,9.262,4,2,2010,26,0,1,0
2010-02-26,30,472330.71,42988,45.31,2.561,0.0,0.0,0.0,0.0,0.0,210.9759573,8.324,4,2,2010,26,0,0,1
2010-02-26,17,749549.55,93188,15.64,2.667,0.0,0.0,0.0,0.0,0.0,126.5522857,6.548,4,2,2010,26,0,1,0
2010-02-26,7,496083.24,70713,24.91,2.586,0.0,0.0,0.0,0.0,0.0,189.6018023,9.014,4,2,2010,26,0,1,0
2010-02-26,42,491510.58,39690,52.77,2.825,0.0,0.0,0.0,0.0,0.0,126.5522857,9.765,4,2,2010,26,0,0,1
2010-02-26,16,443242.17,57197,18.12,2.586,0.0,0.0,0.0,0.0,0.0,189.6018023,7.039,4,2,2010,26,0,1,0
2010-02-26,41,991941.73,196321,21.84,2.586,0.0,0.0,0.0,0.0,0.0,189.6018023,7.541,4,2,2010,26,0,0,0
2010-02-26,20,1898193.95,203742,32.32,2.754,0.0,0.0,0.0,0.0,0.0,204.4630869,8.187,4,2,2010,26,0,0,0
2010-02-26,1,1409727.59,151315,46.63,2.561,0.0,0.0,0.0,0.0,0.0,211.3196429,8.106,4,2,2010,26,0,0,0
2010-02-26,27,1390934.27,204184,36.0,2.91,0.0,0.0,0.0,0.0,0.0,135.5195191,8.237,4,2,2010,26,0,0,0
2010-02-26,18,1068157.45,120653,35.42,2.753,0.0,0.0,0.0,0.0,0.0,131.686,9.202,4,2,2010,26,0,1,0
2010-02-26,29,488417.61,93638,35.98,2.753,0.0,0.0,0.0,0.0,0.0,131.686,10.064,4,2,2010,26,0,1,0
2010-02-26,45,741891.65,118221,34.89,2.754,0.0,0.0,0.0,0.0,0.0,182.0774691,8.992,4,2,2010,26,0,1,0
2010-02-26,2,1865097.27,202307,46.1,2.561,0.0,0.0,0.0,0.0,0.0,210.9759573,8.324,4,2,2010,26,0,0,0
2010-03-05,14,2237544.75,200898,37.13,2.777,0.0,0.0,0.0,0.0,0.0,182.1201566,8.992,4,3,2010,5,0,0,0
2010-03-05,24,1412387.3699999999,203819,36.73,2.919,0.0,0.0,0.0,0.0,0.0,131.735,8.326,4,3,2010,5,0,0,0
2010-03-05,1,1554806.68,151315,46.5,2.625,0.0,0.0,0.0,0.0,0.0,211.3501429,8.106,4,3,2010,5,0,0,0
2010-03-05,9,507297.88,125833,48.43,2.625,0.0,0.0,0.0,0.0,0.0,214.9054721,6.415,4,3,2010,5,0,1,0
2010-03-05,22,1009201.24,119557,36.82,2.766,0.0,0.0,0.0,0.0,0.0,135.5732602,8.283,4,3,2010,5,0,1,0
2010-03-05,23,1311175.93,114533,33.15,2.766,0.0,0.0,0.0,0.0,0.0,131.735,5.892,4,3,2010,5,0,1,0
2010-03-05,28,1608435.45,206302,53.77,2.987,0.0,0.0,0.0,0.0,0.0,126.5782857,13.975,4,3,2010,5,0,0,0
2010-03-05,2,1991013.13,202307,47.17,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,4,3,2010,5,0,0,0
2010-03-05,31,1384870.51,203750,48.61,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,4,3,2010,5,0,0,0
2010-03-05,38,372239.89,39690,53.77,2.987,0.0,0.0,0.0,0.0,0.0,126.5782857,13.975,4,3,2010,5,0,0,1
2010-03-05,20,2119213.72,203742,31.75,2.777,0.0,0.0,0.0,0.0,0.0,204.4940734,8.187,4,3,2010,5,0,0,0
2010-03-05,25,665750.0599999999,128107,29.45,2.777,0.0,0.0,0.0,0.0,0.0,204.4940734,8.187,4,3,2010,5,0,1,0
2010-03-05,21,747444.32,140167,48.61,2.625,0.0,0.0,0.0,0.0,0.0,211.0067542,8.324,4,3,2010,5,0,1,0
2010-03-05,35,1162610.27,103681,38.07,2.777,0.0,0.0,0.0,0.0,0.0,135.5732602,9.262,4,3,2010,5,0,1,0
2010-03-05,3,415202.04000000004,37392,53.04,2.625,0.0,0.0,0.0,0.0,0.0,214.6751386,7.368,4,3,2010,5,0,1,0
